,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11
Trial_1,84.75686730400922,84.75686730400922,84.75686730400922,84.75686730400922,84.75686730400922,84.91594081368868,84.91594081368868,84.91594081368868,84.91594081368868,84.91594081368868,87.2144616853615
Trial_2,30.60183729848225,84.46631578912948,84.46631578912948,84.8739758128939,84.8739758128939,87.20038509634583,87.20038509634583,87.20038509634583,87.20038509634583,87.20038509634583,87.20038509634583
Trial_3,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,86.3284281264103,86.3284281264103
Trial_4,38.406955465857564,38.406955465857564,39.299556426609314,48.15356122494227,83.34985754988489,83.34985754988489,83.34985754988489,83.34985754988489,83.34985754988489,83.34985754988489,83.34985754988489
Trial_5,30.54041448585584,39.21925648420767,48.11389596854984,48.11389596854984,48.11389596854984,48.159358342626604,56.962129080077865,56.98384284030165,56.98384284030165,57.013547994715566,57.013547994715566
Trial_6,47.01621003474187,47.01621003474187,47.01621003474187,47.01621003474187,47.01621003474187,48.03899466037673,83.90038509634581,83.90038509634581,83.90038509634581,83.90038509634581,84.07829930534797
Trial_7,73.96677961290973,73.96677961290973,73.96677961290973,73.96677961290973,86.08588318380266,86.35012053692775,86.35012053692775,86.35012053692775,86.98857066996365,86.98857066996365,86.98857066996365
Trial_8,47.23842723119594,47.23842723119594,55.687446501897405,88.83480386500287,88.83480386500287,88.83480386500287,88.83480386500287,88.83480386500287,88.83480386500287,89.6949489362742,89.6949489362742
Trial_9,38.4867698890877,39.37237888630936,39.37237888630936,48.01606371931281,57.028738160209535,57.028738160209535,57.028738160209535,57.028738160209535,57.028738160209535,57.028738160209535,57.028738160209535
Trial_10,55.83837799706081,55.83837799706081,55.83837799706081,55.83837799706081,87.18074605395853,87.18074605395853,87.18074605395853,87.18074605395853,87.90580150454673,87.90580150454673,87.90580150454673
