,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time
0,200,100,40,40,10,0.2,6,2,10,new_params_basic_algo_enemy_6,0.87702073805862
