,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time
0,200,20,40,40,30,0.125,4,2,10,TSP_30_sigma_0.125,2.2155454758140776
