,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time,Migration Rate,Migration Magnitude,Number of subpopulations
0,200,100,40,40,2,0.1,6,2,10,island_algo_enemy_6,0.6696393727593951,5,4,20
