,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11,Generation_12,Generation_13,Generation_14,Generation_15,Generation_16,Generation_17,Generation_18,Generation_19,Generation_20,Generation_21
Trial_1,12.51657826774101,14.51365612042086,16.516038018622687,17.552390088538402,17.997049417576743,18.30451570924668,18.41237865671827,19.77277077524421,19.798454333272268,18.554505515051435,17.369412972060818,16.315453650228868,14.24133246974602,12.563063022094646,10.825227160709124,8.754764718000104,6.7163378966383505,4.895886563058945,4.2781226724128825,3.4716729314530905,2.1265945317139314
Trial_2,13.103297278296884,16.517132225082992,18.67630396410581,21.83942672557116,23.9141341571789,23.809901954020567,22.822953030779164,22.817849109966396,20.74850220779994,19.167071580518865,17.181095022037166,15.649493788921907,13.704779662392635,11.569190585457925,10.156565948388094,9.140010348477539,7.98829747634541,6.994061698158443,6.40874849858264,5.405863127041309,4.918403968242493
Trial_3,9.724062803391963,11.495580871679365,13.593580733922032,14.895832748721423,14.560839442519216,16.08584630451065,17.673880205463274,18.86170594878652,19.984517502968096,21.436205495171077,21.981959253799943,23.05314784382733,23.042265605984305,22.76580472480999,22.675085503726777,22.306400235404265,22.004843078135224,21.778774670739555,21.392029713100683,20.063941105259268,18.871990180608
Trial_4,8.566931852715237,11.559621692952485,12.80874104903191,12.698703476008493,10.280675033419945,8.740933239354733,8.01116072837443,7.747130184363357,7.375523996899631,7.398353703632336,7.5138043697006225,7.3734921441187815,6.873559345310948,6.288622454880737,5.828352340424365,6.04549826969822,6.216346748502659,6.298552931445018,6.291407180956379,6.397251526510597,6.367287225795971
Trial_5,9.141699013529509,11.81210904660609,12.41860860065903,10.66766481458047,6.528241225733057,3.0888782201165887,3.9427689046142036,4.866593091754221,6.339366528540157,7.412113412252385,8.523781539932076,9.12050888899727,9.28383231731823,8.934314211459066,8.484955278345907,8.392461141319131,8.513774834937188,8.189490490506698,7.371423405780083,6.680610101315307,6.6290126630951205
Trial_6,8.90341894038223,11.769923495784692,12.655704510117177,12.82301412846801,10.33849421383519,9.526425065584936,8.652869638661619,10.547159948814095,13.792110609543768,15.488377060660678,17.512875947196584,19.592904404319295,21.090057914595437,22.352707017218503,22.95172980821488,22.47541859117281,22.01119775299715,20.666491018152758,20.268898417044024,18.769804765737618,17.266405276668618
Trial_7,10.118792040604585,11.685195450167917,12.140091156161855,10.825644916998504,8.811203912919792,8.892953229002652,7.46480627564779,8.24752998750793,9.284418681400386,10.149643116822444,11.504943318542207,12.400508190471971,15.636508127692872,17.99092448772465,19.31832586717704,19.262076893739,18.79686882847399,18.389585069205552,18.12157356642203,17.814554565522872,16.766155227781912
Trial_8,12.750641840576096,14.053402821759002,15.411069507617702,16.258261437092532,14.910708620963012,15.299417289871077,16.95123800283253,17.718771248329006,19.42945639897528,21.169371638199465,22.49862613863498,22.673633596515717,22.694748010065993,21.806206370480105,19.79527651191682,17.55187592621284,15.75345420619646,14.131764456583735,12.699309211587474,11.713754286057245,11.04677562215655
Trial_9,9.50085045494326,12.933973847039463,14.637793011120698,15.035669335991068,15.436555942874845,15.568478030244155,16.685515292935907,17.339689279311788,18.147351730078533,18.194711552874864,17.410561659190858,17.167748970687526,16.33105511215101,15.67252933364059,15.025768503117963,14.886536607246795,14.871960974766194,14.64624531312277,14.366706501791521,14.031483685335944,13.381344217833732
Trial_10,11.15825528200546,14.535162199940297,16.29651683939182,17.29429746086729,17.968600054432876,18.356922740284066,18.508113988060924,19.79716788389414,20.351423317361576,19.06192174116836,18.000435137480167,16.80208468447105,15.50275195494896,13.498761030192707,10.972544489861237,8.708667890811554,7.017906570926621,5.1834290874838995,4.345404670075047,3.4820582265022786,2.2526571274131255
