,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11,Generation_12,Generation_13,Generation_14,Generation_15,Generation_16,Generation_17,Generation_18,Generation_19,Generation_20,Generation_21
Trial_1,12.51657826774101,14.70504000485046,16.248009477263015,17.729091816734808,19.573507184748053,20.639552778268143,20.906918960760077,21.085256306556946,20.891579515516803,21.11729829868074,21.338673861841404,20.71572097387127,19.472819839357182,19.055965152768536,18.298708683954256,17.241094599214524,16.75629197660785,15.565794229245139,14.887671920284753,13.787856886870417,12.655232663180367
Trial_2,9.819844787892336,12.535515594918383,13.444191725446425,13.516786703457996,12.20527802129093,11.91137464384701,13.447191972818382,12.930109216805056,14.13710634033508,14.642713175244054,15.093804869370832,15.604557850257388,17.073570221431886,18.292102711407715,18.60360135412042,19.017374800169986,19.477193578447984,19.414882043110882,19.287627573371193,19.582753022797668,19.594269043669573
Trial_3,11.10945477841687,14.986458569459481,15.5211283242411,15.470229314535809,16.406527178439585,18.736976344901326,19.876448865852904,21.142400548630185,21.23422659192821,21.10781680270262,20.759582898076754,20.231275806649762,19.630043690023697,18.563279849064998,17.376223348662776,16.375133058770178,15.739760845403545,14.580343967438786,13.935171295263265,12.899483781563537,12.293866446642213
Trial_4,8.833609518762122,11.48033720241323,11.770913437477258,10.44025915531298,8.23179992056964,5.816331358216383,4.532623051971295,4.152056625939425,4.703060020868366,5.393969760252855,6.07008284242538,6.3246728079894625,6.533712399551615,6.8074201259538585,7.304334859959584,7.714629461399271,8.149987825287056,9.1152665543161,9.507581869295326,9.651505342765162,9.102219261495144
Trial_5,10.445533855286557,13.050776722665812,14.765539506488226,15.85187030131108,16.27805122352635,20.062870122446547,21.818156186805677,23.74548915764479,25.702651402875603,25.159838749069433,23.74004179354364,21.25151535585216,17.392901130396158,13.108732476089479,9.377732085342906,5.955093018709563,4.306091548753463,2.9788735249029528,2.1977801220283975,2.130432269043004,2.0871902526906365
Trial_6,10.914513231492696,16.518322373967603,21.412474541695392,24.983001409545967,27.89158770941187,27.71837821742944,26.55726411331455,24.62490373007998,22.44763277056835,18.26509209673881,15.475392222314579,11.932276907942947,10.339274552208968,8.461386587110333,7.530706454522305,5.520450678157854,4.0978868715768035,3.219316610514493,2.0301435401183463,1.9002669292247276,1.8617485717532254
Trial_7,9.887578457883686,12.70302778593819,13.268979319184451,13.044013463196986,11.920840394150394,10.518675438743788,9.773157782772445,9.646610334080188,9.781546593318138,8.89273566489134,7.512508886268751,7.177927300234257,6.5989894679616725,5.918812447237431,4.975198208145811,4.935504972896309,4.774734026154893,4.5891389806952185,4.3552508662781495,4.2785259905931445,3.9030099395287294
Trial_8,10.106071897286236,12.256783216215032,14.39109009712942,15.793752383741724,16.566074840613446,17.52399910369543,19.72339249609419,20.973267878320513,21.30604952699197,20.028197258748794,17.123848601520134,14.052228122948874,10.438720596836179,6.951844478363035,4.452888533150093,1.8162380801184699,1.5324689738192545,1.3993413847604945,1.2429042102971422,1.144231012680858,1.0990172774787277
Trial_9,11.114970981968648,13.977601557021169,16.039103588294548,16.420435068060716,14.833467211626356,12.118161440080504,10.146187328301899,10.176601346660702,9.357486905590832,9.70848832915933,10.20407094585506,10.607310472608486,11.702255844463723,13.485215366266802,14.089123002102518,14.588198347612042,14.972005379812872,14.986568324054385,14.622256420832231,13.925509901069752,12.486352697580168
Trial_10,12.148893536702857,14.091725084710433,15.328161542360613,17.83388674721947,19.714885501245277,21.42289343662505,22.029389101892303,22.98902129230958,23.1077349420964,22.273282487629004,20.22877619264698,17.80537752669265,16.50510618894917,14.791251937036705,13.960456004460939,12.945401101659304,12.096976890911337,11.393254333741197,10.443970208799719,9.067920423896215,7.8566048281796
