,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time
0,200,20,40,40,50,0.225,4,2,10,TSP_50_sigma_0.225,2.3271890181303028
