,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11
Trial_1,14.544942303202355,15.609433514605625,17.80439049950245,20.276842294245245,21.146818084068265,23.20064807065428,21.926598238739707,21.867575554039053,21.88930317695333,21.24667780332767,20.68053312074978
Trial_2,11.165342587545306,13.853056569755063,14.456883235952008,13.159376703744858,11.95255534925414,10.235049070802388,10.541963135414484,13.727016001101559,15.710122671121333,16.570044426694377,17.881815464976466
Trial_3,12.129080333294388,13.164645812135614,15.198295897028029,14.615415921200205,14.260445864657807,13.100947302175436,12.381964835795632,13.912500311913876,14.454332968665584,17.08037589444681,17.25918857575825
Trial_4,11.283993592140714,13.2691368707504,13.19821744259368,13.086505035806352,11.511856719822516,10.428907182316975,8.82401998295728,8.569177784553412,9.683433572121306,9.964978262935798,10.433319577932208
Trial_5,9.826277129419244,12.670533119637888,15.711527341229239,16.162361671248817,14.332757776784122,12.733115457566008,12.098633883289486,11.780798365783818,11.63844826418728,11.658527790446342,12.721201835660217
Trial_6,11.683352981832375,12.903251650312587,12.95094179703313,12.151257967798186,14.802405097591132,14.36326899407935,14.622440662483534,16.238179596375208,16.096147673250616,15.959215381105057,17.0468134605879
Trial_7,12.395278556627567,13.670822422714496,13.580985595886576,12.465120807229935,9.718545748563427,7.793071193480078,7.0063581047206425,6.788795237086404,7.891442709003216,8.034796386309136,8.063028362178125
Trial_8,11.496909620687548,12.265808699264156,13.473634137205792,12.288673364475521,9.82839852525942,8.826564741480928,10.305035164580964,10.608054941110575,10.784087296720067,11.354698399328562,13.601071051341226
Trial_9,9.758197719736913,11.727501822873627,13.07937151086645,11.418959997861762,10.165544834307635,9.014026331896762,7.928478881737163,7.756419148553892,7.896715937499597,8.441024587258523,8.975861645412502
Trial_10,10.10306725072038,11.565355065160674,12.107513151094553,10.123538053388318,7.911049977356552,5.470745599848618,4.372660645468207,4.600845044278742,5.3685609167812425,5.398275749610891,5.457276093834179
