,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time
0,200,20,40,40,20,0.2,4,2,10,TSP_20_sigma_0.2,4.8216750123765735
