,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11,Generation_12,Generation_13,Generation_14,Generation_15,Generation_16,Generation_17,Generation_18,Generation_19,Generation_20,Generation_21
Trial_1,12.51657826774101,17.755549339464636,21.673902794178524,24.48459552705125,25.857984643434442,27.22298144730589,26.88782272829238,26.267191657612923,25.44346804688331,24.075204968101318,21.322311992884902,18.199706527632138,15.819192457400462,12.615808288832053,9.997854840743035,7.292081255598225,5.34040248185556,4.813367891752548,3.8377533883627923,2.3785074408720766,2.2866394055220973
Trial_2,8.69470130662093,11.535000311145506,12.049076222054385,10.505944381312313,6.122849026017209,2.3751012919808434,3.3112334382734634,3.9129637200475083,4.243454244021331,4.406860983479338,4.288293466849813,4.038069659611026,3.490291604513956,2.861863625756636,1.3729711095426687,0.0054205531699431835,0.004642798487186442,0.0043450804549359685,0.003989278835265028,0.0033770080582557157,0.0029718928092456348
Trial_3,9.966883525827225,14.129743241021007,17.245768057815017,17.301415266308418,15.737564033048868,14.342316624215563,14.397145318897548,13.759990576098645,15.041388675712726,15.310257223220015,14.964904960787793,15.04144231022782,15.229167574170113,15.26938203349217,14.928372696622892,14.274744120584154,14.345196866047965,14.375928415262091,14.51032325890878,14.622439739895094,14.531099936568475
Trial_4,11.589344981417764,15.27157518990755,17.7266250817721,18.597891918442112,21.578041526820126,24.476068176010514,24.167129302138264,22.98941746736923,19.97336456797258,16.324055314898704,13.403412925110223,11.269405962295806,8.514205337384379,7.928125313065381,7.021676104375435,5.281437692309191,4.80715942298018,4.188825234919398,3.338695976627185,1.4172636722998904,1.3436194197409597
Trial_5,10.600967105878711,15.247280499242688,18.627313743453964,18.162250922433337,16.57830217882933,15.335836376692235,14.788106589658872,14.485667585872681,13.764786410562644,14.428252876782718,15.263917866843899,15.801920004981866,15.77964278939196,15.534254592082712,15.255707818254495,14.842785896160962,14.190028064777039,13.295108961145354,12.624676691445128,11.828529376601093,11.126180770539442
Trial_6,9.969650260462892,12.325448589977993,14.341868278380899,15.063339794345548,17.337498937454974,19.226217994402397,20.15071313103119,20.406662017063677,21.81875076842545,21.65014449836797,20.8400257780445,20.23822520947204,19.89570567170684,18.936273860422844,18.639148149670646,18.05044550966572,17.3426651813219,15.944740065447396,15.414696695351974,14.906953475267176,14.299544415901945
Trial_7,8.382957268460691,11.997334141617525,13.721771885657253,14.360470338313505,13.487017015237246,12.225197460068149,10.581546726025017,10.096318117057546,10.452385886680327,10.341954091881215,9.859248508092225,9.914368322373013,10.00218715869219,10.152703807939693,10.110964277919118,10.437522472094754,11.511683190682463,13.563695698978394,13.637613284592607,13.810166653748427,13.779015513023042
Trial_8,9.00229584064106,11.2288408640257,11.234857321400533,9.72964749752294,8.0143894760384,7.297933598681789,5.488475279365113,4.003536206539959,3.4736747384111157,2.670028618553313,1.393943294680367,0.10527554414623604,0.6261524189554676,1.4967803659269776,3.1604956854735153,3.999499095010614,4.341253178142505,4.248144227259579,3.689499149780184,2.875439105809699,0.04637362017847061
Trial_9,12.949514706735526,19.44168800774564,30.144820350438902,35.48717980672806,34.32453487472988,27.382204332681077,17.08847076465234,6.310087005367533,0.9427541941081912,0.7450462724501713,0.5873269032614196,0.4730348687031445,0.43912592668815015,0.5227148237494986,0.6102671429393518,0.7110684927416022,0.7475073311686096,0.7666231585987522,0.7576210165474863,0.7262349409280686,0.6786798944749122
Trial_10,11.776131387715678,15.078562921727745,23.345864768016508,29.327640782639907,33.012928743136385,33.98253765047706,30.733465212396986,26.668666993518322,18.31624609214127,7.469164632042807,1.0641854363628738,0.8209572743991665,0.7060765038643882,0.7149044571452627,0.6992959283856817,0.6750403976620005,0.627239810962618,0.546241193945339,0.45834087379216387,0.41110177989403296,0.368338023014702
