,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time
0,200,100,40,40,50,0.1,6,2,10,basic_algo_enemy_6,5.176089315745566
