,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11
Trial_1,14.544942303202355,16.011874622360278,21.525259881743164,26.26270510392127,26.561451197645074,27.581572341191457,26.499039715619215,23.29460923389726,14.976521820654058,7.507070352356616,3.6639179543822054
Trial_2,11.165342587545306,13.136335769949717,13.756193280074056,11.999323597070548,15.037641154149824,17.52259046346729,20.294528799436886,19.584250217300358,18.111307687808548,15.816132228227653,13.374258080703669
Trial_3,12.129080333294388,13.68826392821649,15.553861816831937,15.432115698990748,16.46392592179169,19.334777233520487,21.888208783779206,22.88163020833526,20.35141888190067,16.286596607759297,11.864495985238634
Trial_4,11.283993592140714,13.18312547792459,16.329916890257763,18.36854495164775,17.539532470988735,16.81431168380974,18.408634253833586,18.29948992223406,16.9812753930434,15.905825607275228,14.156699322931834
Trial_5,9.826277129419244,12.398990787968042,13.536854369290737,13.275342626007275,9.529793624409228,7.993757243854267,7.037327556454891,7.363624387366503,7.298742534214889,6.826358408549643,5.471135261291865
Trial_6,11.683352981832375,13.248122332965744,14.225026307124585,13.100527331676538,13.491148593445757,15.909307604182771,15.425632211902487,14.164023792122133,14.518489553308628,16.943082653886517,18.33193712375448
Trial_7,12.395278556627567,15.678837489359163,18.67526188921024,16.264628275726142,17.266015891664463,20.71131743428066,24.689607233341146,25.70930253611742,24.258224232872617,19.512301199609627,13.965534332829337
Trial_8,11.496909620687548,12.385992648746695,12.299574742274848,9.841277538697137,6.868102688232261,5.397088499197635,5.412435026618179,5.868758461349978,5.97617014060337,6.228341658490703,7.423506406849611
Trial_9,9.758197719736913,12.154195644941518,14.110173497070061,12.006541007202976,9.964115666533843,9.156240323073176,9.240786233153555,8.79464542267756,9.35352683348791,10.204920508088412,9.921438406887782
Trial_10,10.10306725072038,12.59923120224123,12.683793592763369,10.261113392235535,7.813161844357218,7.288015209574493,10.984227256393917,13.807486032186883,15.426029889919509,15.395752033808725,15.874833744928734
