,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11
Trial_1,14.544942303202355,17.525367916316366,20.999151977629836,21.049447161384716,20.97683768682966,19.992406837113787,19.990920834547747,19.882723131171847,21.97315477536692,21.66673382393072,20.740413198325214
Trial_2,15.792851123432554,19.600477090074765,21.959898089309547,20.60554917317075,20.37531195344872,20.48642691350841,21.960838458838396,20.1090979623556,17.70470515508497,13.011270300419081,8.166795506315957
Trial_3,9.97960526447766,12.094071121298633,13.100700958665737,12.25583918740866,13.625678463759407,14.793535705607084,15.860008747192751,16.730221880760634,18.631315665478617,17.245047002138584,16.15267556169428
Trial_4,10.639167139309988,12.243853298380486,11.625293152039724,9.124927550329701,5.676037156262238,5.059586333255939,7.096709383834721,7.640415514908532,8.117695656496373,8.499361446144913,8.824411793398676
Trial_5,9.884270571184027,13.072188349584048,13.463050073237795,12.168132978555667,10.594481787239468,10.449848160547916,11.19641916976782,12.342988721931807,13.937847151090764,14.697293600231378,15.194272300210866
Trial_6,10.362494164883232,11.623617042626288,11.540696091576716,8.53090898875994,5.112157132826686,3.6270676416097443,4.160898497903928,4.367024044194869,4.309968521509065,3.942467063568085,3.028169767949022
Trial_7,12.199190959682008,16.327723522874017,23.563546167894486,23.533478974301076,22.3773774678387,21.17398868237458,17.991341974686502,14.607200317292513,12.903061297076738,10.635986546607873,8.56704177323166
Trial_8,10.316148620280929,12.725044911890693,14.063083616480357,11.770863915764135,10.303614632338578,11.432158320655757,13.460700348838555,14.27443016268313,13.536450434583763,12.736893417609283,11.233334723506363
Trial_9,8.519747503909683,11.303692126701323,12.17049211267855,10.028417930729136,8.048899681874358,6.456285046276564,6.243723215922475,7.15435676497792,7.878200027318,8.219763798461107,8.337469196295908
Trial_10,13.860646917319638,16.112444628252778,20.121282049922012,21.17115715260597,20.446253874864368,21.098734735135963,21.41833875570085,21.171750778386937,20.51734074187984,19.954054392147427,18.601226813098172
