,Population_size,Generations,Killing_percentage,Offspring_percentage,Tournamnet_selection_percentage,Gene_mutation_probability,Enemies,Level,Iterations:,Experiment Name,Execution Time
0,100,20,0.5,0.5,0.15,0.2,4,2,15,simple_arithmetic_combination_tournament_selection,5.51118673423926
