,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time,Migration Rate,Migration Magnitude,Number of subpopulations
0,200,100,40,40,1,0.2,4,2,10,new_params_island_algo_enemy_4,1.9763881454202865,5,4,10
