,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11
Trial_1,84.75686730400922,84.75686730400922,85.22121645861148,87.24543794147893,87.24543794147893,88.12235340636492,88.12235340636492,89.05760523667571,89.13328304939495,89.13328304939495,89.79324522135148
Trial_2,30.60183729848225,30.60183729848225,56.54952957785582,56.57513097609461,84.92990276448612,84.92990276448612,84.92990276448612,85.45829930534796,85.45829930534796,86.95932849575134,86.95932849575134
Trial_3,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,84.81689264854283,88.05741210781069,88.05741210781069,88.05741210781069,88.05741210781069,88.05741210781069,88.05741210781069
Trial_4,38.406955465857564,38.406955465857564,74.37328225075098,78.46677961290973,78.46677961290973,78.46677961290973,84.16691962434449,85.5362500509938,85.97840805538816,85.97840805538816,85.97840805538816
Trial_5,30.54041448585584,39.216174817670264,39.21925648420767,48.15356122494227,56.79140997390337,56.79140997390337,57.04416263053517,65.61480560100227,65.61480560100227,65.61480560100227,65.61480560100227
Trial_6,47.01621003474187,47.01621003474187,47.28825960494382,47.28825960494382,56.00057753249204,74.20990276448609,74.20990276448609,74.20990276448609,83.89012053692775,83.89012053692775,85.39012053692775
Trial_7,73.96677961290973,86.3222950568714,86.5022950568714,86.5022950568714,86.5022950568714,86.5022950568714,86.5022950568714,87.08248593745463,87.08248593745463,87.08248593745463,87.08248593745463
Trial_8,47.23842723119594,47.23842723119594,47.23842723119594,47.23842723119594,47.23842723119594,47.23842723119594,47.23842723119594,48.062463794917576,48.062463794917576,48.25060701409175,65.8536707423311
Trial_9,38.4867698890877,38.4867698890877,47.69921420533676,47.69921420533676,48.20698639161586,56.33431628221759,65.42631983303936,65.42631983303936,83.71435818236081,86.08589126118619,86.08589126118619
Trial_10,55.83837799706081,55.83837799706081,55.83837799706081,55.83837799706081,55.83837799706081,55.83837799706081,88.46429422482652,88.46653386742003,88.46653386742003,88.46653386742003,88.46653386742003
