,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11
Trial_1,0.4195774975976704,5.861396325763738,12.567495897378846,21.710826385810666,28.444844810300392,37.41738059476348,42.0456644146525,47.143962113379324,52.5429112780722,57.96550717993867,61.17888936507871
Trial_2,0.7576481422768617,7.696910380462389,14.581280578964556,20.86381966964183,26.331400620812317,29.750945726723888,35.974382745136765,39.0318914915039,42.774985295363734,48.48431741824109,52.722820983319686
Trial_3,-0.18311558629411637,4.427966571503895,10.129651115772894,16.64948310479115,23.108809491503994,29.579483963483025,33.911468823431846,39.53798929253197,46.82685742957276,55.41079865559325,62.491582152038816
Trial_4,0.7832794042707679,6.7126670639643065,12.916210667221263,20.485598101040193,26.291204185105208,30.33995637302275,34.08153222117306,39.43333726790913,45.639341189114276,50.39382693553045,53.68346364971032
Trial_5,-0.5913245958893257,4.9510238606226356,11.898411513120811,19.411633724322936,27.08133774877589,31.971601753915706,34.614752507313824,37.51919863982011,38.87359040308627,40.989469027097286,42.93359765132499
Trial_6,0.022281543574380967,4.400402174680271,9.45150243383292,14.127312595099673,18.81880872398406,25.587001686265808,32.017766489818534,41.79261775433186,47.776886529284305,54.571556990399834,60.02245937602679
Trial_7,0.9299547099510852,5.868539076516511,12.438639186959858,18.296491872036157,22.863419883202585,24.921163355064863,26.09121810463504,29.249850048176103,33.65529470921388,39.838097201796074,46.63755094414151
Trial_8,0.8025110063263804,5.47787565783783,11.645801250470749,17.635126899307394,21.241477087781895,25.115484304668993,25.857120107704468,26.907544893321404,29.19698977713532,30.800706098211336,32.83020233408283
Trial_9,-0.5468076591152164,4.556793419728802,11.218595367595231,18.335275091464656,24.16141325508181,28.9266130696101,33.030485251798,37.56885037929407,42.309663783285856,44.52816627091228,47.26652988814849
Trial_10,-0.494902768999739,4.6278073564024105,10.387066975879412,16.991159004490694,21.220979475925944,24.276566578619686,27.393404037287475,29.2974288049696,32.529658761108706,34.90751659724201,38.53312844511568
