,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_9,Generation_10,Generation_11
Trial_1,14.544942303202355,16.030287787967723,18.146847178162936,21.028430425716735,20.576757498296423,18.861669009996895,17.741362910684224,17.099959818502757,14.718950278347275,13.363943557507925,13.057734125858426
Trial_2,11.165342587545306,16.285530540750596,18.91363512311272,18.517627863749404,17.25836178245876,16.89085039872362,17.14159006650527,18.024268404115706,18.648590611334896,17.75198669913752,17.252099029601844
Trial_3,12.129080333294388,13.477145153482418,15.445703787005046,15.140926409140565,16.446636395100164,17.600603763467728,18.766555619845445,20.210071394228056,20.425744203137313,17.363217181033185,14.176461153300158
Trial_4,11.283993592140714,13.179698457969552,14.601414131275801,15.321228452218211,13.918145467334394,12.99268987655388,15.040373635479664,15.814723931220552,15.71903200451174,16.096677962311656,14.92918539440561
Trial_5,9.826277129419244,12.779738545218228,14.448119679074855,13.2354347372784,10.738461261250935,8.658835001805565,7.723765347340442,6.941689830522399,6.706368840034669,6.117321983689403,5.769914936487158
Trial_6,11.683352981832375,13.651238425539278,14.360191730987989,13.53458099425339,15.2969946237539,19.43710105832428,19.444601686358332,21.577969991087535,22.56771597019689,21.6966881560982,20.57734354436544
Trial_7,12.395278556627567,13.417449276168915,13.265631035573936,9.957405783700485,9.314352671755378,10.547030284852056,11.899961017263927,14.830750144963925,18.323928338334465,21.568434236310367,23.066716941543046
Trial_8,11.496909620687548,12.820303357845944,12.556659394128276,9.729691297354108,7.0730251018830375,8.25787372091164,8.672821108865401,10.392760239540648,13.207184910917377,13.76450540906329,15.816113234201968
Trial_9,9.758197719736913,12.76991225872036,13.993917581586448,12.598483749835893,12.118847225968159,12.146228588303213,12.05333910035984,12.610936220799623,12.199592359716313,11.98196833113331,11.030844325269891
Trial_10,10.10306725072038,12.331776794482263,12.611466973640523,12.895848347200815,10.594385470898445,9.431110165927398,12.122411492250109,12.78296605868415,14.899250777455615,16.26265498827731,16.426698986844663
