,Population size,Generations,Killed per generation,Offspring number,Tournament size,Gene mutation probability,Enemies,Level,Iterations:,Experiment Name,Execution Time,Migration Rate,Migration Magnitude,Number of subpopulations
0,200,100,40,40,0,0.1,6,2,10,island_algo_enemy_6_extra_trails,0.5646470688449011,5,4,20
